"No.","Time","Delta","Source","Destination","Protocol","Length","Info"
"100670","4201.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100694","4202.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100718","4203.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100742","4204.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100766","4205.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100790","4206.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100814","4207.428794","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100838","4208.428799","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100862","4209.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100887","4210.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100909","4211.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100935","4212.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100959","4213.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100983","4214.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101007","4215.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101031","4216.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101055","4217.428794","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101079","4218.428797","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101100","4219.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101125","4220.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101149","4221.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101173","4222.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101197","4223.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101221","4224.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101245","4225.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101269","4226.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101293","4227.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101317","4228.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101341","4229.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101366","4230.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101390","4231.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101414","4232.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101435","4233.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101459","4234.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101483","4235.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101507","4236.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101531","4237.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101555","4238.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101579","4239.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101604","4240.428795","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101628","4241.428799","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101652","4242.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101676","4243.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101700","4244.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101724","4245.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101748","4246.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101772","4247.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101796","4248.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101820","4249.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101845","4250.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101869","4251.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101893","4252.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101917","4253.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101941","4254.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101965","4255.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"101988","4256.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102010","4257.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102034","4258.428801","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102058","4259.428797","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102083","4260.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102107","4261.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102131","4262.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102155","4263.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102179","4264.428806","1.000009","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102203","4265.428798","0.999992","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102226","4266.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102250","4267.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102274","4268.428817","1.000020","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102297","4269.428797","0.999980","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102322","4270.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102346","4271.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102367","4272.428794","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102391","4273.428797","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102415","4274.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102439","4275.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102463","4276.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102487","4277.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102511","4278.428800","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102535","4279.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102560","4280.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102584","4281.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102608","4282.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102632","4283.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102656","4284.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102680","4285.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102704","4286.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102728","4287.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102752","4288.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102773","4289.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102798","4290.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102822","4291.428795","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102846","4292.428798","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102870","4293.428795","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102894","4294.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102918","4295.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102942","4296.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102966","4297.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"102990","4298.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103014","4299.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103039","4300.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103063","4301.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103087","4302.428795","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103111","4303.428799","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103135","4304.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103159","4305.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103183","4306.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103207","4307.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103231","4308.428800","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103255","4309.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103280","4310.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103304","4311.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103328","4312.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103349","4313.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103373","4314.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103397","4315.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103421","4316.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103445","4317.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103469","4318.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103493","4319.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103518","4320.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103542","4321.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103566","4322.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103590","4323.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103614","4324.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103638","4325.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103662","4326.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103686","4327.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103710","4328.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103734","4329.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103759","4330.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103783","4331.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103807","4332.428795","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103828","4333.428800","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103852","4334.429185","1.000385","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103876","4335.428800","0.999615","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103900","4336.428795","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103924","4337.428796","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103948","4338.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103972","4339.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"103997","4340.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104021","4341.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104045","4342.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104069","4343.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104093","4344.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104117","4345.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104141","4346.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104165","4347.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104189","4348.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104213","4349.428795","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104238","4350.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104262","4351.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104286","4352.428795","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104310","4353.428796","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104334","4354.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104358","4355.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104379","4356.428821","1.000025","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104403","4357.428797","0.999976","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104427","4358.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104451","4359.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104476","4360.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104500","4361.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104524","4362.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104548","4363.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104572","4364.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104596","4365.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104620","4366.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104644","4367.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104668","4368.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104692","4369.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104717","4370.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104741","4371.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104765","4372.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104786","4373.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104810","4374.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104834","4375.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104858","4376.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104882","4377.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104906","4378.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104930","4379.428793","0.999994","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104955","4380.428797","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"104979","4381.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105003","4382.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105027","4383.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105051","4384.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105075","4385.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105096","4386.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105120","4387.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105144","4388.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105168","4389.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105193","4390.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105217","4391.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105241","4392.428803","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105265","4393.428799","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105289","4394.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105313","4395.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105337","4396.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105361","4397.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105385","4398.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105409","4399.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105435","4400.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105459","4401.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105485","4402.428788","0.999991","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105509","4403.428798","1.000010","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105531","4404.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105555","4405.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105579","4406.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105604","4407.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105628","4408.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105653","4409.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105678","4410.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105703","4411.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105727","4412.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105752","4413.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105776","4414.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105801","4415.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105825","4416.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105849","4417.428803","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105873","4418.428798","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105897","4419.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105922","4420.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105946","4421.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105970","4422.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"105994","4423.428800","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"106018","4424.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"106042","4425.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"106063","4426.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"106087","4427.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"106111","4428.428800","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"106135","4429.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"106160","4430.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
